company,rank,rank_change, revenue , profit , num. of employees ,sector,city,state,newcomer,ceo_founder,ceo_woman,profitable,prev_rank,CEO,Website,Ticker, Market Cap 
ServiceMaster Global Holdings,967,0," 2,077 ", 128 ," 12,000 ",Business Services,Memphis,TN,,no,no,yes, ,Brett T. Ponton,https://www.servicemaster.com,SERV," 3,657 "
Bruker,968,0," 2,073 ", 197 ," 7,230 ",Technology,Billerica,MA,,no,no,yes, ,Frank H. Laukien,https://www.bruker.com,BRKR," 5,530 "
Oasis Petroleum,969,0," 2,072 ", (128), 609 ,Energy,Houston,TX,,no,no,no, ,Douglas E. Brooks,https://www.oasispetroleum.com,OAS, 113 
CrossAmerica Partners,970,0," 2,071 ", 18 , 548 ,Energy,Allentown,PA,,no,no,yes, ,Charles M. Nifong Jr.,https://www.crossamericapartners.com,CAPL, 298 
MYR Group,971,0," 2,071 ", 38 ," 7,100 ",Engineering & Construction,Rolling Meadows,IL,,no,no,yes, ,Richard Swartz Jr.,https://www.myrgroup.com,MYRG, 629 
Viasat,972,0," 2,068 ", (68)," 5,600 ",Technology,Carlsbad,CA,,yes,no,no, ,Richard A. Baldridge,https://www.viasat.com,VSAT," 2,232 "
GNC Holdings,973,0," 2,068 ", (35)," 8,400 ",Food & Drug Stores,Pittsburgh,PA,,no,no,no, ,Kenneth A. Martindale,https://www.gnc.com,GNC, 40 
Cabot Oil & Gas,974,0," 2,066 ", 681 , 547 ,Energy,Houston,TX,,no,no,yes, ,Dan Dinges,https://www.cabotog.com,COG," 7,031 "
Bright Horizons Family Solutions,975,0," 2,062 ", 180 ," 33,800 ",Business Services,Watertown,MA,,no,no,yes, ,Stephen H. Kramer,https://www.brighthorizons.com,BFAM," 5,936 "
Vista Outdoor,976,0," 2,059 ", (648)," 5,200 ",Household Products,Anoka,MN,,no,no,no, ,Christopher T. Metz,https://www.vistaoutdoor.com,VSTO, 509 
HEICO,977,0," 2,056 ", 328 ," 5,900 ",Aerospace & Defense,Hollywood,FL,,no,no,yes, ,Laurans A. Mendelson,https://www.heico.com,HEI," 9,185 "
Wyndham Hotels & Resorts,978,0," 2,053 ", 157 ," 14,200 ","Hotels, Restaurants & Leisure",Parsippany,NJ,,no,no,yes, ,Geoffrey A. Ballotti,https://www.wyndhamhotels.com,WH," 2,934 "
TCF Financial,979,0," 2,053 ", 296 ," 7,732 ",Financials,Detroit,MI,,no,no,yes, ,David T. Provost,https://www.tcfbank.com,TCF," 3,451 "
Primerica,980,0," 2,053 ", 366 ," 2,502 ",Financials,Duluth,GA,,no,no,yes, ,Glenn J. Williams,https://www.primerica.com,PRI," 3,637 "
ProPetro Holding,981,0," 2,052 ", 163 ," 1,579 ",Energy,Midland,TX,,no,no,yes, ,Phillip A. Gobe,https://www.propetroservices.com,PUMP, 252 
Oceaneering International,982,0," 2,048 ", (348)," 9,100 ",Energy,Houston,TX,,no,no,no, ,Roderick A. Larson,https://www.oceaneering.com,OII, 292 
Floor & Decor Holdings,983,0," 2,046 ", 151 ," 6,336 ",Retailing,Atlanta,GA,,no,no,yes, ,Thomas Taylor Jr.,https://www.flooranddecor.com,FND," 7,613 "
Copart,984,0," 2,042 ", 592 ," 7,327 ",Retailing,Dallas,TX,,no,no,yes, ,A. Jayson Adair,https://www.copart.com,CPRT," 27,030 "
Chico's FAS,985,0," 2,038 ", (13)," 10,944 ",Retailing,Fort Myers,FL,,no,yes,no, ,Molly Langenstein,https://www.chicosfas.com,CHS, 155 
Barnes & Noble Education,986,0," 2,035 ", (24)," 12,400 ",Retailing,Basking Ridge,NJ,,no,no,no, ,Michael P. Huseby,https://www.bned.com,BNED, 66 
Maxar Technologies,987,0," 2,033 ", 109 ," 5,800 ",Aerospace & Defense,Westminster,CO,,no,no,yes, ,Daniel L. Jablonsky,https://www.maxar.com,MAXR, 642 
Evercore,988,0," 2,029 ", 297 ," 1,900 ",Financials,New York,NY,,no,no,yes, ,Ralph L. Schlosstein/John S. Weinberg,https://www.evercore.com,EVR," 1,872 "
Deckers Outdoor,989,0," 2,020 ", 264 ," 3,500 ",Apparel,Goleta,CA,,no,no,yes, ,David Powers,https://www.deckers.com,DECK," 3,750 "
Express,990,0," 2,019 ", (164)," 9,160 ",Retailing,Columbus,OH,,no,no,no, ,Timothy G. Baxter,https://www.express.com,EXPR, 95 
Hovnanian Enterprises,991,0," 2,017 ", (42)," 1,868 ",Engineering & Construction,Matawan,NJ,,no,no,no, ,Ara K. Hovnanian,https://www.khov.com,HOV, 51 
Air Lease,992,0," 2,017 ", 587 , 117 ,Business Services,Los Angeles,CA,,no,no,yes, ,John L. Plueger,https://www.airleasecorp.com,AL," 2,516 "
Rollins,993,0," 2,016 ", 203 ," 14,952 ",Business Services,Atlanta,GA,,no,no,yes, ,Gary W. Rollins,https://www.rollins.com,ROL," 11,846 "
SBA Communications,994,0," 2,015 ", 147 ," 1,475 ",Financials,Boca Raton,FL,,no,no,yes, ,Jeffrey A. Stoops,https://www.sbasite.com,SBAC," 30,218 "
Deluxe,995,0," 2,009 ", (200)," 6,352 ",Media,Shoreview,MN,,no,no,no, ,Barry C. McCarthy,https://www.deluxe.com,DLX," 1,094 "
Mr. Cooper Group,996,0," 2,007 ", 274 ," 9,100 ",Financials,Coppell,TX,,no,no,yes, ,Jay Bray,https://mrcoopergroup.com,COOP, 674 
Herc Holdings,997,0," 1,999 ", 48 ," 5,100 ",Business Services,Bonita Springs,FL,,no,no,yes, ,Lawrence H. Silber,https://www.hercrentals.com,HRI, 591 
Healthpeak Properties,998,0," 1,997 ", 46 , 204 ,Financials,Irvine,CA,,no,no,yes, ,Thomas M. Herzog,https://www.hcpi.com,PEAK," 12,059 "
SPX FLOW,999,0," 1,996 ", (95)," 5,000 ",Industrials,Charlotte,NC,,no,no,no, ,Marcus G. Michael,https://www.spxflow.com,FLOW," 1,212 "
Liberty Oilfield Services,1000,0," 1,990 ", 39 ," 2,571 ",Energy,Denver,CO,,yes,no,yes, ,Christopher A. Wright,https://www.libertyfrac.com,LBRT, 303 
